Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,HH Support Beneficiaries Selected,First Installment,Second Installment,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Selection of Enterprise,Beneficiary Submitted Business Plan,Enterprise Support Completed (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,9/26/14,,,4,,,,,,,,,,
PH063000000,PH063001000,PH063001032,British Red Cross,Iloilo,Ajuy,Tanduyan,,9/19/14,26,26,,,,,,,,,,,
PH063000000,PH063001000,PH063001032,British Red Cross,Iloilo,Ajuy,Tanduyan,,9/26/14,,,26,,,,,,,,,,
PH063000000,PH063001000,PH063001033,British Red Cross,Iloilo,Ajuy,Tipacla,,9/19/14,71,71,,,,,,,,,,,
PH063000000,PH063001000,PH063001033,British Red Cross,Iloilo,Ajuy,Tipacla,,9/26/14,,,71,,,,,,,,,,
PH063000000,PH063001000,PH063001034,British Red Cross,Iloilo,Ajuy,Tubogan,,9/19/14,37,37,,,,,,,,,,,
PH063000000,PH063001000,PH063001034,British Red Cross,Iloilo,Ajuy,Tubogan,,9/26/14,,,37,,,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,9/19/14,77,77,,,,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,9/26/14,,,77,,,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,9/19/14,41,41,,,,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,9/26/14,,,41,,,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,9/19/14,6,6,,,,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,9/26/14,,,6,,,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,9/19/14,39,39,,,,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,9/26/14,,,39,,,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,9/19/14,51,51,,,,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,9/26/14,,,51,,,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,9/19/14,23,23,,,,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,9/26/14,,,23,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,9/19/14,60,60,,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,9/26/14,,,59,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,10/3/14,,,1,,,,,,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,9/19/14,20,20,,,,,,,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,9/26/14,,,20,,,,,,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,9/19/14,24,24,,,,,,,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,9/26/14,,,24,,,,,,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,9/19/14,37,37,,,,,,,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,9/26/14,,,37,,,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,9/19/14,47,47,,,,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,9/26/14,,,47,,,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,9/19/14,43,43,,,,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,9/26/14,,,42,,,,,,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,9/19/14,7,7,,,,,,,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,9/26/14,,,7,,,,,,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,9/19/14,25,25,,,,,,,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,9/26/14,,,25,,,,,,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,9/19/14,6,6,,,,,,,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,9/26/14,,,6,,,,,,,,,,
PH063000000,PH063005000,PH063005019,British Red Cross,Iloilo,Balasan,Quiasan,,9/19/14,75,75,,,,,,,,,,,
PH063000000,PH063005000,PH063005019,British Red Cross,Iloilo,Balasan,Quiasan,,9/26/14,,,75,,,,,,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,9/19/14,68,68,,,,,,,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,9/26/14,,,68,,,,,,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,9/19/14,48,48,,,,,,,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,9/26/14,,,48,,,,,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,9/19/14,64,64,,,,,,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,9/26/14,,,64,,,,,,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,9/19/14,47,47,,,,,,,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,9/26/14,,,47,,,,,,,,,,
PH083700000,PH083702000,PH083702001,American Red Cross,Leyte,Alangalang,Aslum,,9/26/14,51,,,,,,,,,,,,
PH083700000,PH083702000,PH083702002,American Red Cross,Leyte,Alangalang,Astorga (Burabod),,9/26/14,46,,,,,,,,,,,,
PH083700000,PH083702000,PH083702002,American Red Cross,Leyte,Alangalang,Astorga (Burabod),,10/3/14,-1,,,,,,,,,,,,
PH083700000,PH083702000,PH083702024,American Red Cross,Leyte,Alangalang,Hubang,,9/26/14,63,,,,,,,,,,,,
PH083700000,PH083702000,PH083702033,American Red Cross,Leyte,Alangalang,Pe_alosa,,9/26/14,96,,,,,,,,,,,,
PH083700000,PH083702000,PH083702033,American Red Cross,Leyte,Alangalang,Pe_alosa,,10/3/14,-6,,,,,,,,,,,,
PH083700000,PH083702000,PH083702043,American Red Cross,Leyte,Alangalang,Santiago,,9/26/14,68,,,,,,,,,,,,
PH083700000,PH083702000,PH083702043,American Red Cross,Leyte,Alangalang,Santiago,,10/3/14,-2,,,,,,,,,,,,
PH083700000,PH083706000,PH083706002,IFRC,Leyte,Barugo,Amahit,,9/19/14,129,,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,9/19/14,119,,,,,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,9/19/14,59,,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,IFRC,Leyte,Barugo,Cabarasan,,9/19/14,69,,,,,,,,,,,,
PH083700000,PH083706000,PH083706009,IFRC,Leyte,Barugo,Cabolo-an,,9/19/14,36,,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,9/19/14,82,,,,,,,,,,,,
PH083700000,PH083706000,PH083706037,IFRC,Leyte,Barugo,Cuta,,9/19/14,28,,,,,,,,,,,,
PH083700000,PH083706000,PH083706038,IFRC,Leyte,Barugo,Domogdog,,9/19/14,57,,,,,,,,,,,,
PH083700000,PH083706000,PH083706014,IFRC,Leyte,Barugo,Guindaohan,,9/19/14,101,,,,,,,,,,,,
PH083700000,PH083706000,PH083706015,IFRC,Leyte,Barugo,Hiagsam,,9/19/14,16,,,,,,,,,,,,
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,,9/19/14,113,,,,,,,,,,,,
PH083700000,PH083706000,PH083706018,IFRC,Leyte,Barugo,Ibag,,9/19/14,38,,,,,,,,,,,,
PH083700000,PH083706000,PH083706022,IFRC,Leyte,Barugo,Pitogo,,9/19/14,35,,,,,,,,,,,,
PH083700000,PH083706000,PH083706028,IFRC,Leyte,Barugo,Poblacion Dist. VI (New Road),,9/19/14,98,,,,,,,,,,,,
PH083700000,PH083706000,PH083706029,IFRC,Leyte,Barugo,Pongso,,9/19/14,35,,,,,,,,,,,,
PH083700000,PH083706000,PH083706031,IFRC,Leyte,Barugo,Roosevelt,,9/19/14,77,,,,,,,,,,,,
PH083700000,PH083706000,PH083706032,IFRC,Leyte,Barugo,San Isidro,,9/19/14,82,,,,,,,,,,,,
PH083700000,PH083706000,PH083706039,IFRC,Leyte,Barugo,San Roque,,9/19/14,37,,,,,,,,,,,,
PH083700000,PH083706000,PH083706035,IFRC,Leyte,Barugo,Tutug-an,,9/19/14,34,,,,,,,,,,,,
PH083700000,PH083710000,PH083710002,IFRC,Leyte,Burauen,Anonang,,8/13/14,64,64,,,,,,,,,,,
PH083700000,PH083710000,PH083710008,IFRC,Leyte,Burauen,Buenavista,,8/13/14,20,20,,,,,,,,,,,
PH083700000,PH083710000,PH083710076,IFRC,Leyte,Burauen,Damulo-an,,8/13/14,21,21,,,,,,,,,,,
PH083700000,PH083710000,PH083710077,IFRC,Leyte,Burauen,Dina-ayan,,8/13/14,23,23,,,,,,,,,,,
PH083700000,PH083710000,PH083710078,IFRC,Leyte,Burauen,Gamay,,8/13/14,26,25,,,,,,,,,,,
PH083700000,PH083710000,PH083710035,IFRC,Leyte,Burauen,Kalao,,8/13/14,53,53,,,,,,,,,,,
PH083700000,PH083710000,PH083710040,IFRC,Leyte,Burauen,Logsongan,,8/13/14,71,70,,,,,,,,,,,
PH083700000,PH083710000,PH083710043,IFRC,Leyte,Burauen,Mahagnao,,8/13/14,41,41,,,,,,,,,,,
PH083700000,PH083710000,PH083710051,IFRC,Leyte,Burauen,Pangdan,,8/13/14,31,31,,,,,,,,,,,
PH083700000,PH083710000,PH083710052,IFRC,Leyte,Burauen,Patag,,8/13/14,49,49,,,,,,,,,,,
PH083700000,PH083710000,PH083710065,IFRC,Leyte,Burauen,Tagadtaran,,8/13/14,23,23,,,,,,,,,,,
PH083700000,PH083710000,PH083710067,IFRC,Leyte,Burauen,Takin,,8/13/14,36,36,,,,,,,,,,,
PH083700000,PH083710000,PH083710072,IFRC,Leyte,Burauen,Villa Corazon,,8/13/14,51,51,,,,,,,,,,,
PH083700000,PH083710000,PH083710073,IFRC,Leyte,Burauen,Villa Patria,,8/13/14,34,34,,,,,,,,,,,
PH083700000,PH083715000,PH083715002,IFRC,Leyte,Carigara,Barayong,,9/26/14,18,,,,,,,,,,,,
PH083700000,PH083715000,PH083715002,IFRC,Leyte,Carigara,Barayong,,10/3/14,1,,,,,,,,,,,,
PH083700000,PH083715000,PH083715012,IFRC,Leyte,Carigara,Candigahub,,9/26/14,72,,,,,,,,,,,,
PH083700000,PH083715000,PH083715047,IFRC,Leyte,Carigara,Canfabi,,9/26/14,24,,,,,,,,,,,,
PH083700000,PH083715000,PH083715013,IFRC,Leyte,Carigara,Canlampay,,9/26/14,59,,,,,,,,,,,,
PH083700000,PH083715000,PH083715015,IFRC,Leyte,Carigara,Cutay,,9/26/14,70,,,,,,,,,,,,
PH083700000,PH083715000,PH083715019,IFRC,Leyte,Carigara,Hiluctogan,,9/26/14,63,,,,,,,,,,,,
PH083700000,PH083715000,PH083715021,IFRC,Leyte,Carigara,Libo,,9/26/14,38,,,,,,,,,,,,
PH083700000,PH083715000,PH083715044,IFRC,Leyte,Carigara,Paglaum,,9/26/14,44,,,,,,,,,,,,
PH083700000,PH083715000,PH083715044,IFRC,Leyte,Carigara,Paglaum,,10/3/14,-7,,,,,,,,,,,,
PH083700000,PH083715000,PH083715030,IFRC,Leyte,Carigara,Piloro,,9/26/14,70,,,,,,,,,,,,
PH083700000,PH083715000,PH083715049,IFRC,Leyte,Carigara,San Isidro,,9/26/14,28,,,,,,,,,,,,
PH083700000,PH083715000,PH083715045,IFRC,Leyte,Carigara,San Juan,,9/26/14,32,,,,,,,,,,,,
PH083700000,PH083715000,PH083715034,IFRC,Leyte,Carigara,Santa Fe,,9/26/14,35,,,,,,,,,,,,
PH083700000,PH083715000,PH083715039,IFRC,Leyte,Carigara,Tinaguban,,9/26/14,59,,,,,,,,,,,,
PH083700000,PH083715000,PH083715040,IFRC,Leyte,Carigara,Upper Hiraan,,9/26/14,50,,,,,,,,,,,,
PH083700000,PH083715000,PH083715041,IFRC,Leyte,Carigara,Upper Sogod,,9/26/14,74,,,,,,,,,,,,
PH083700000,PH083717000,PH083717012,IFRC,Leyte,Dagami,Cabunga-an,,8/22/14,13,12,,,,,,,,,,,
PH083700000,PH083717000,PH083717059,IFRC,Leyte,Dagami,Capulhan,,8/22/14,28,28,,,,,,,,,,,
PH083700000,PH083717000,PH083717034,IFRC,Leyte,Dagami,Ormocay,,8/22/14,32,31,,,,,,,,,,,
PH083700000,PH083717000,PH083717035,IFRC,Leyte,Dagami,Palacio,,8/22/14,43,43,,,,,,,,,,,
PH083700000,PH083717000,PH083717061,IFRC,Leyte,Dagami,Paraiso,,8/22/14,80,79,,,,,,,,,,,
PH083700000,PH083718000,PH083718006,German Red Cross,Leyte,Dulag,Cabacungan,,9/26/14,319,,,,,,,,,,,,
PH083700000,PH083730000,PH083730002,American Red Cross,Leyte,Macarthur,Burabod,,9/26/14,78,,,,,,,,,,,,
PH083700000,PH083730000,PH083730002,American Red Cross,Leyte,Macarthur,Burabod,,10/3/14,1,,,,,,,,,,,,
PH083700000,PH083730000,PH083730007,American Red Cross,Leyte,Macarthur,Danao,,9/26/14,33,,,,,,,,,,,,
PH083700000,PH083730000,PH083730007,American Red Cross,Leyte,Macarthur,Danao,,10/3/14,-11,,,,,,,,,,,,
PH083700000,PH083730000,PH083730009,American Red Cross,Leyte,Macarthur,Kiling,,9/26/14,57,,,,,,,,,,,,
PH083700000,PH083730000,PH083730009,American Red Cross,Leyte,Macarthur,Kiling,,10/3/14,-2,,,,,,,,,,,,
PH083700000,PH083730000,PH083730010,American Red Cross,Leyte,Macarthur,Lanawan,,9/26/14,70,,,,,,,,,,,,
PH083700000,PH083730000,PH083730010,American Red Cross,Leyte,Macarthur,Lanawan,,10/3/14,-2,,,,,,,,,,,,
PH083700000,PH083730000,PH083730013,American Red Cross,Leyte,Macarthur,Oguisan,,9/26/14,43,,,,,,,,,,,,
PH083700000,PH083730000,PH083730024,American Red Cross,Leyte,Macarthur,San Antonio,,9/26/14,97,,,,,,,,,,,,
PH083700000,PH083730000,PH083730024,American Red Cross,Leyte,Macarthur,San Antonio,,10/3/14,2,,,,,,,,,,,,
PH083700000,PH083730000,PH083730025,American Red Cross,Leyte,Macarthur,San Isidro,,9/26/14,39,,,,,,,,,,,,
PH083700000,PH083730000,PH083730025,American Red Cross,Leyte,Macarthur,San Isidro,,10/3/14,-18,,,,,,,,,,,,
PH083700000,PH083730000,PH083730028,American Red Cross,Leyte,Macarthur,Santa Isabel,,9/26/14,148,,,,,,,,,,,,
PH083700000,PH083730000,PH083730028,American Red Cross,Leyte,Macarthur,Santa Isabel,,10/3/14,-7,,,,,,,,,,,,
PH083700000,PH083730000,PH083730032,American Red Cross,Leyte,Macarthur,Villa Imelda,,9/26/14,80,,,,,,,,,,,,
PH083700000,PH083730000,PH083730032,American Red Cross,Leyte,Macarthur,Villa Imelda,,10/3/14,-2,,,,,,,,,,,,
PH083700000,PH083735000,PH083735003,American Red Cross,Leyte,Mayorga,Burgos,,9/26/14,129,,,,,,,,,,,,
PH083700000,PH083735000,PH083735003,American Red Cross,Leyte,Mayorga,Burgos,,10/3/14,-3,,,,,,,,,,,,
PH083700000,PH083735000,PH083735012,American Red Cross,Leyte,Mayorga,San Roque,,9/26/14,135,,,,,,,,,,,,
PH083700000,PH083735000,PH083735012,American Red Cross,Leyte,Mayorga,San Roque,,10/3/14,-93,,,,,,,,,,,,
PH083700000,PH083735000,PH083735014,American Red Cross,Leyte,Mayorga,Talisay,,9/26/14,100,,,,,,,,,,,,
PH083700000,PH083735000,PH083735014,American Red Cross,Leyte,Mayorga,Talisay,,10/3/14,-3,,,,,,,,,,,,
PH083700000,PH083735000,PH083735015,American Red Cross,Leyte,Mayorga,Union,,9/26/14,148,,,,,,,,,,,,
PH083700000,PH083735000,PH083735015,American Red Cross,Leyte,Mayorga,Union,,10/3/14,-2,,,,,,,,,,,,
PH083700000,PH083735000,PH083735016,American Red Cross,Leyte,Mayorga,Wilson,,9/26/14,55,,,,,,,,,,,,
PH083700000,PH083739000,PH083739001,IFRC,Leyte,Palo,Anahaway,,9/26/14,68,,,,,,,,,,,,
PH083700000,PH083739000,PH083739006,IFRC,Leyte,Palo,Cabarasan Daku,,9/26/14,58,,,,,,,,,,,,
PH083700000,PH083739000,PH083739007,IFRC,Leyte,Palo,Cabarasan Guti,,9/26/14,31,,,,,,,,,,,,
PH083700000,PH083739000,PH083739010,IFRC,Leyte,Palo,Cangumbang,,9/26/14,78,,,,,,,,,,,,
PH083700000,PH083739000,PH083739011,IFRC,Leyte,Palo,Canhidoc,,9/26/14,52,,,,,,,,,,,,
PH083700000,PH083739000,PH083739012,IFRC,Leyte,Palo,Capirawan,,9/26/14,117,,,,,,,,,,,,
PH083700000,PH083739000,PH083739014,IFRC,Leyte,Palo,Cogon (Cogon San Joaquin),,9/26/14,104,,,,,,,,,,,,
PH083700000,PH083739000,PH083739026,IFRC,Leyte,Palo,San Agustin,,9/26/14,95,,,,,,,,,,,,
PH083700000,PH083739000,PH083739027,IFRC,Leyte,Palo,San Antonio,,9/26/14,69,,,,,,,,,,,,
PH083700000,PH083739000,PH083739032,IFRC,Leyte,Palo,Tacuranga,,9/26/14,124,,,,,,,,,,,,
PH083700000,PH083743000,PH083743001,IFRC,Leyte,San Miguel,Bagacay,,9/19/14,90,90,,,,,,,,,,,
PH083700000,PH083743000,PH083743002,IFRC,Leyte,San Miguel,Bahay,,9/19/14,147,143,,,,,,,,,,,
PH083700000,PH083743000,PH083743004,IFRC,Leyte,San Miguel,Cabatianuhan,,9/19/14,167,167,,,,,,,,,,,
PH083700000,PH083743000,PH083743005,IFRC,Leyte,San Miguel,Canap,,9/19/14,85,84,,,,,,,,,,,
PH083700000,PH083743000,PH083743007,IFRC,Leyte,San Miguel,Caraycaray,,9/19/14,83,83,,,,,,,,,,,
PH083700000,PH083743000,PH083743010,IFRC,Leyte,San Miguel,Guinciaman,,9/19/14,206,196,,,,,,,,,,,
PH083700000,PH083743000,PH083743011,IFRC,Leyte,San Miguel,Impo,,9/19/14,40,40,,,,,,,,,,,
PH083700000,PH083743000,PH083743012,IFRC,Leyte,San Miguel,Kinalumsan,,9/19/14,40,40,,,,,,,,,,,
PH083700000,PH083743000,PH083743017,IFRC,Leyte,San Miguel,Mawodpawod,,9/19/14,65,65,,,,,,,,,,,
PH083700000,PH083743000,PH083743018,IFRC,Leyte,San Miguel,Patong,,9/19/14,51,50,,,,,,,,,,,
PH083700000,PH083743000,PH083743020,IFRC,Leyte,San Miguel,San Andres,,9/19/14,44,42,,,,,,,,,,,
PH083700000,PH083743000,PH083743022,IFRC,Leyte,San Miguel,Santol,,9/19/14,78,78,,,,,,,,,,,
PH083700000,PH083747000,PH083747022,American Red Cross,Leyte,Tacloban City (Capital),Barangay 103-A (San Paglaum),,9/26/14,70,,,,,,,,,,,,
PH083700000,PH083747000,PH083747022,American Red Cross,Leyte,Tacloban City (Capital),Barangay 103-A (San Paglaum),,10/3/14,-3,,,,,,,,,,,,
PH083700000,PH083747000,PH083747061,American Red Cross,Leyte,Tacloban City (Capital),Barangay 37-A,,9/26/14,65,,,,,,,,,,,,
PH083700000,PH083747000,PH083747061,American Red Cross,Leyte,Tacloban City (Capital),Barangay 37-A,,10/3/14,-2,,,,,,,,,,,,
PH083700000,PH083747000,PH083747095,American Red Cross,Leyte,Tacloban City (Capital),Barangay 65,,9/26/14,62,,,,,,,,,,,,
PH083700000,PH083747000,PH083747095,American Red Cross,Leyte,Tacloban City (Capital),Barangay 65,,10/3/14,-1,,,,,,,,,,,,
PH083700000,PH083747000,PH083747110,American Red Cross,Leyte,Tacloban City (Capital),Barangay 79 (Marasbaras),,9/26/14,174,,,,,,,,,,,,
PH083700000,PH083747000,PH083747110,American Red Cross,Leyte,Tacloban City (Capital),Barangay 79 (Marasbaras),,10/3/14,-18,,,,,,,,,,,,
PH083700000,PH083747000,PH083747151,American Red Cross,Leyte,Tacloban City (Capital),Barangay 83-C (San Jose),,9/26/14,624,,,,,,,,,,,,
PH083700000,PH083747000,PH083747151,American Red Cross,Leyte,Tacloban City (Capital),Barangay 83-C (San Jose),,10/3/14,-14,,,,,,,,,,,,
PH083700000,PH083748000,PH083748013,IFRC,Leyte,Tanauan,Cabarasan Guti,,9/26/14,33,,,,,,,,,,,,
PH083700000,PH083748000,PH083748036,IFRC,Leyte,Tanauan,Mohon,,9/26/14,54,,,,,,,,,,,,
PH083700000,PH083749000,PH083749002,Spanish Red Cross,Leyte,Tolosa,Canmogsay,,9/26/14,105,,,,,,,,,,,,
PH083700000,PH083749000,PH083749014,Spanish Red Cross,Leyte,Tolosa,Do_a Brigida,,9/26/14,617,,,,,,,,,,,,
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,,9/26/14,62,,,,,,,,,,,,
PH083700000,PH083749000,PH083749006,Spanish Red Cross,Leyte,Tolosa,Olot,,9/26/14,152,,,,,,,,,,,,
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,,9/26/14,119,,,,,,,,,,,,
PH083700000,PH083749000,PH083749009,Spanish Red Cross,Leyte,Tolosa,Quilao,,9/26/14,139,,,,,,,,,,,,
PH083700000,PH083749000,PH083749012,Spanish Red Cross,Leyte,Tolosa,Tanghas,,9/26/14,136,,,,,,,,,,,,
PH083700000,PH083750000,PH083750001,IFRC,Leyte,Tunga,Astorga (Upart),,9/19/14,68,68,,,,,,,,,,,
PH083700000,PH083750000,PH083750003,IFRC,Leyte,Tunga,Banawang,,9/19/14,48,48,,,,,,,,,,,
PH083700000,PH083750000,PH083750005,IFRC,Leyte,Tunga,San Pedro,,9/19/14,60,59,,,,,,,,,,,
PH083700000,PH083750000,PH083750006,IFRC,Leyte,Tunga,San Roque,,9/19/14,37,37,,,,,,,,,,,
PH083700000,PH083750000,PH083750007,IFRC,Leyte,Tunga,San Vicente (Pob.),,9/19/14,83,77,,,,,,,,,,,
PH086000000,PH086002000,PH086002017,ICRC,Samar (Western Samar),Basey,Balante,,7/10/14,52,52,,,,,,,,,,,
PH086000000,PH086002000,PH086002017,ICRC,Samar (Western Samar),Basey,Balante,,10/3/14,,,52,,,,,,,,,,
PH086000000,PH086002000,PH086002004,ICRC,Samar (Western Samar),Basey,Baloog,,7/18/14,12,12,,,,,,,,,,,
PH086000000,PH086002000,PH086002004,ICRC,Samar (Western Samar),Basey,Baloog,,7/31/14,4,4,,,,,,,,,,,
PH086000000,PH086002000,PH086002004,ICRC,Samar (Western Samar),Basey,Baloog,,10/3/14,,,16,,,,,,,,,,
PH086000000,PH086002000,PH086002006,ICRC,Samar (Western Samar),Basey,Buenavista,,7/22/14,60,60,,,,,,,,,,,
PH086000000,PH086002000,PH086002006,ICRC,Samar (Western Samar),Basey,Buenavista,,10/3/14,,,60,,,,,,,,,,
PH086000000,PH086002000,PH086002052,ICRC,Samar (Western Samar),Basey,Bulao,,7/8/14,70,70,,,,,,,,,,,
PH086000000,PH086002000,PH086002052,ICRC,Samar (Western Samar),Basey,Bulao,,10/3/14,,,70,,,,,,,,,,
PH086000000,PH086002000,PH086002007,ICRC,Samar (Western Samar),Basey,Burgos,,7/31/14,78,78,,,,,,,,,,,
PH086000000,PH086002000,PH086002007,ICRC,Samar (Western Samar),Basey,Burgos,,10/3/14,,,78,,,,,,,,,,
PH086000000,PH086002000,PH086002010,ICRC,Samar (Western Samar),Basey,Cancaiyas,,7/18/14,58,58,,,,,,,,,,,
PH086000000,PH086002000,PH086002010,ICRC,Samar (Western Samar),Basey,Cancaiyas,,7/31/14,1,1,,,,,,,,,,,
PH086000000,PH086002000,PH086002010,ICRC,Samar (Western Samar),Basey,Cancaiyas,,10/3/14,,,59,,,,,,,,,,
PH086000000,PH086002000,PH086002013,ICRC,Samar (Western Samar),Basey,Cogon,,7/8/14,122,122,,,,,,,,,,,
PH086000000,PH086002000,PH086002013,ICRC,Samar (Western Samar),Basey,Cogon,,10/3/14,,,122,,,,,,,,,,
PH086000000,PH086002000,PH086002025,ICRC,Samar (Western Samar),Basey,Del Pilar,,7/31/14,118,118,,,,,,,,,,,
PH086000000,PH086002000,PH086002025,ICRC,Samar (Western Samar),Basey,Del Pilar,,10/3/14,,,118,,,,,,,,,,
PH086000000,PH086002000,PH086002015,ICRC,Samar (Western Samar),Basey,Guintigui-an,,7/1/14,41,41,,,,,,,,,,,
PH086000000,PH086002000,PH086002015,ICRC,Samar (Western Samar),Basey,Guintigui-an,,10/3/14,,,41,,,,,,,,,,
PH086000000,PH086002000,PH086002021,ICRC,Samar (Western Samar),Basey,Loog,,7/22/14,151,151,,,,,,,,,,,
PH086000000,PH086002000,PH086002021,ICRC,Samar (Western Samar),Basey,Loog,,7/31/14,28,28,,,,,,,,,,,
PH086000000,PH086002000,PH086002021,ICRC,Samar (Western Samar),Basey,Loog,,10/3/14,,,179,,,,,,,,,,
PH086000000,PH086002000,PH086002022,ICRC,Samar (Western Samar),Basey,Mabini,,7/18/14,293,292,,,,,,,,,,,
PH086000000,PH086002000,PH086002022,ICRC,Samar (Western Samar),Basey,Mabini,,7/31/14,12,12,,,,,,,,,,,
PH086000000,PH086002000,PH086002022,ICRC,Samar (Western Samar),Basey,Mabini,,10/3/14,,,304,,,,,,,,,,
PH086000000,PH086002000,PH086002024,ICRC,Samar (Western Samar),Basey,Manlilinab,,7/18/14,32,32,,,,,,,,,,,
PH086000000,PH086002000,PH086002024,ICRC,Samar (Western Samar),Basey,Manlilinab,,7/31/14,3,3,,,,,,,,,,,
PH086000000,PH086002000,PH086002024,ICRC,Samar (Western Samar),Basey,Manlilinab,,10/3/14,,,35,,,,,,,,,,
PH086000000,PH086002000,PH086002026,ICRC,Samar (Western Samar),Basey,May-it,,7/18/14,53,53,,,,,,,,,,,
PH086000000,PH086002000,PH086002026,ICRC,Samar (Western Samar),Basey,May-it,,10/3/14,,,53,,,,,,,,,,
PH086000000,PH086002000,PH086002027,ICRC,Samar (Western Samar),Basey,Mongabong,,7/1/14,25,25,,,,,,,,,,,
PH086000000,PH086002000,PH086002027,ICRC,Samar (Western Samar),Basey,Mongabong,,10/3/14,,,25,,,,,,,,,,
PH086000000,PH086002000,PH086002033,ICRC,Samar (Western Samar),Basey,Pelit,,7/18/14,65,65,,,,,,,,,,,
